9.533925	0.805242	0
9.624030	3.841902	0
9.729987	1.161162	0
1.562259	4.202106	0
5.072354	3.444926	0
5.457080	3.331039	0
0.397920	3.099343	0
2.605861	1.564666	0
5.439478	0.768282	0
3.052781	2.774124	0
8.416403	0.734559	0
5.250324	0.524915	0
5.415173	3.737319	0
5.782767	4.977807	0
4.092326	1.866421	0
2.443963	2.332841	0
1.486092	0.248254	0
6.432564	2.835668	0
1.503606	1.356549	0
3.217038	0.823478	0
0.901928	4.555603	0
4.832875	1.662409	0
8.105092	3.264461	0
5.834206	3.942408	0
0.076152	4.300050	0
0.388632	4.959098	0
7.023294	2.647128	0
5.820209	1.617089	0
0.500657	0.542616	0
9.069064	1.058212	0
6.646226	2.160974	0
0.332284	3.950938	0
4.345626	1.405301	0
2.929131	2.391937	0
3.486406	2.555339	0
2.820035	0.844218	0
9.366597	1.364339	0
9.033335	0.440841	0
4.623924	0.864721	0
9.346877	0.849738	0
3.870940	2.167864	0
6.913693	3.455484	0
4.009187	1.793212	0
2.140306	0.778905	0
8.852745	1.615230	0
2.756276	4.142941	0
5.508793	1.867641	0
3.601899	2.713131	0
2.081270	4.445682	0
6.773602	0.399048	0
4.236027	3.311092	0
0.969829	3.986668	0
2.670502	3.342852	0
9.393347	1.922389	0
7.717000	2.012383	0
0.979768	3.843897	0
0.740055	0.317007	0
8.731396	1.220753	0
7.468527	0.561941	0
8.239776	1.358599	0
2.251665	1.361985	0
6.574519	3.422667	0
3.605987	4.795791	0
4.636192	1.403716	0
8.959995	4.621277	0
4.719704	1.994031	0
3.814283	0.221090	0
8.014204	2.374294	0
3.987635	0.537267	0
3.754912	1.733347	0
1.806631	0.607397	0
7.563618	2.692605	0
9.226930	0.250858	0
2.819422	3.255494	0
6.771247	1.602361	0
1.646198	3.644496	0
7.821939	3.991708	0
9.391339	0.491735	0
3.087612	0.153616	0
3.945299	2.283971	0
6.169198	1.200792	0
8.929713	2.400532	0
7.531952	1.814308	0
6.940160	2.996510	0
7.763331	2.478325	0
9.201477	2.052750	0
9.499217	3.212980	0
9.618925	2.408022	0
6.970191	0.385614	0
7.495014	1.783931	0
1.035895	0.399050	0
4.181432	0.177158	0
9.001853	0.783201	0
8.847419	0.104391	0
0.224679	3.795367	0
5.890252	2.115152	0
1.191472	3.146774	0
8.307927	4.171361	0
0.278553	1.657738	0
7.077714	4.201560	0
0.687998	0.198364	0
7.629252	4.388553	0
0.481308	4.917698	0
5.766412	2.579805	0
0.299885	2.016427	0
9.347127	2.854067	0
8.919103	2.104915	0
6.011045	1.695771	0
3.017679	2.127107	0
0.584748	0.597435	0
1.855348	2.529971	0
9.162491	4.338560	0
6.579342	4.168817	0
9.236595	4.517446	0
7.711193	4.891216	0
4.374228	1.795205	0
5.475837	0.157842	0
8.708132	2.966105	0
3.390027	4.254021	0
2.281323	3.168327	0
0.682846	3.479573	0
6.060543	3.292411	0
6.725203	4.170757	0
7.233972	4.124595	0
3.714820	0.192291	0
4.154689	2.596683	0
1.146125	3.662647	0
1.754930	1.904986	0
9.733086	3.887667	0
8.864745	4.258376	0
5.632321	4.686668	0
1.286428	0.764803	0
6.603456	3.165311	0
6.842151	2.540952	0
4.966233	4.312077	0
4.188803	4.434840	0
8.902791	4.670456	0
0.609633	1.704104	0
0.174406	2.636776	0
4.298429	1.039159	0
4.093933	3.517320	0
2.414809	4.129716	0
8.138098	3.592669	0
3.093935	2.210007	0
5.805819	1.045381	0
9.562083	0.480308	0
3.556248	1.687170	0
3.412793	1.568703	0
6.871480	0.992121	0
3.588063	3.208114	0
8.147088	1.989877	0
3.803671	2.841618	0
3.278461	3.274193	0
8.880029	4.990718	0
8.453572	3.051327	0
1.883973	0.979958	0
4.544536	2.060721	0
4.355046	4.311611	0
2.867588	4.518818	0
0.981865	1.261101	0
7.737041	2.876749	0
1.846430	2.267746	0
1.873152	1.538591	0
9.079806	1.156982	0
2.274099	2.955161	0
6.099106	4.753194	0
7.873818	4.310993	0
9.717783	2.574050	0
