0,3.87803,0,4.07064,0.753448
1,2.91318,0,4.07064,0.753448
2,4.03327,0,4.07064,0.753448
3,4.74484,0,4.07064,0.753448
4,4.46253,0,4.07064,0.753448
5,4.2007,0,4.07064,0.753448
6,5.02096,0,4.07064,0.753448
7,4.78341,0,4.07064,0.753448
8,3.31285,0,4.07064,0.753448
9,5.30842,0,4.07064,0.753448
10,3.22726,0,4.07064,0.753448
11,3.47843,0,4.07064,0.753448
12,3.10538,0,4.07064,0.753448
13,3.98683,0,4.07064,0.753448
14,3.92626,0,4.07064,0.753448
15,4.85825,0,4.07064,0.753448
16,5.40231,0,4.07064,0.753448
17,4.8059,0,4.07064,0.753448
18,5.21152,0,4.07064,0.753448
19,4.04648,0,4.07064,0.753448
20,2.68572,0,4.07064,0.753448
21,3.86892,0,4.07064,0.753448
22,5.67327,1,7.27055,0.796189
23,3.98976,0,4.07064,0.753448
24,3.39304,0,4.07064,0.753448
25,2.40367,0,4.07064,0.753448
26,5.1047,0,4.07064,0.753448
27,2.67443,2,3.29427,1.37521
28,4.15874,0,4.07064,0.753448
29,3.8381,0,4.07064,0.753448
30,4.56796,0,4.07064,0.753448
31,3.98585,0,4.07064,0.753448
32,5.11675,0,4.07064,0.753448
33,4.55733,0,4.07064,0.753448
34,4.94101,0,4.07064,0.753448
35,3.78116,0,4.07064,0.753448
36,3.86515,0,4.07064,0.753448
37,2.89906,0,4.07064,0.753448
38,4.09585,0,4.07064,0.753448
39,3.93326,0,4.07064,0.753448
40,3.84215,0,4.07064,0.753448
41,5.32769,0,4.07064,0.753448
42,4.13261,0,4.07064,0.753448
43,4.05901,0,4.07064,0.753448
44,4.9906,0,4.07064,0.753448
45,3.77384,0,4.07064,0.753448
46,3.2581,0,4.07064,0.753448
47,4.04264,0,4.07064,0.753448
48,4.77581,0,4.07064,0.753448
49,1.14343,2,3.29427,1.37521
50,7.68429,1,7.27055,0.796189
51,5.92481,1,7.27055,0.796189
52,7.03361,1,7.27055,0.796189
53,6.47336,1,7.27055,0.796189
54,9.12468,1,7.27055,0.796189
55,7.37172,1,7.27055,0.796189
56,6.87216,1,7.27055,0.796189
57,6.66319,1,7.27055,0.796189
58,6.06416,1,7.27055,0.796189
59,4.32763,0,4.07064,0.753448
60,4.98471,0,4.07064,0.753448
61,7.05037,1,7.27055,0.796189
62,6.81532,1,7.27055,0.796189
63,6.32055,1,7.27055,0.796189
64,7.37691,1,7.27055,0.796189
65,6.25073,0,4.07064,0.753448
66,6.66477,1,7.27055,0.796189
67,7.67257,1,7.27055,0.796189
68,6.71489,1,7.27055,0.796189
69,8.15087,1,7.27055,0.796189
70,6.52904,1,7.27055,0.796189
71,7.07227,1,7.27055,0.796189
72,6.59439,1,7.27055,0.796189
73,6.68474,1,7.27055,0.796189
74,6.01188,1,7.27055,0.796189
75,7.79714,1,7.27055,0.796189
76,6.02825,1,7.27055,0.796189
77,8.56957,1,7.27055,0.796189
78,8.41817,1,7.27055,0.796189
79,5.00636,0,4.07064,0.753448
80,7.5156,1,7.27055,0.796189
81,5.80246,1,7.27055,0.796189
82,5.56428,1,7.27055,0.796189
83,6.88597,1,7.27055,0.796189
84,6.5821,1,7.27055,0.796189
85,5.95167,1,7.27055,0.796189
86,7.74611,1,7.27055,0.796189
87,6.91756,1,7.27055,0.796189
88,7.01884,1,7.27055,0.796189
89,8.14174,1,7.27055,0.796189
90,8.10216,1,7.27055,0.796189
91,7.45057,1,7.27055,0.796189
92,7.12692,1,7.27055,0.796189
93,5.14756,0,4.07064,0.753448
94,7.93007,1,7.27055,0.796189
95,7.99091,1,7.27055,0.796189
96,9.00478,1,7.27055,0.796189
97,6.87824,1,7.27055,0.796189
98,8.34531,1,7.27055,0.796189
99,6.73557,1,7.27055,0.796189
