0,3.87803,0,4.09478,0.983712
1,2.91318,0,4.09478,0.983712
2,4.03327,0,4.09478,0.983712
3,4.74484,0,4.09478,0.983712
4,4.46253,0,4.09478,0.983712
5,4.2007,0,4.09478,0.983712
6,5.02096,2,5.26921,1.51382
7,4.78341,0,4.09478,0.983712
8,3.31285,0,4.09478,0.983712
9,5.30842,2,5.26921,1.51382
10,3.22726,0,4.09478,0.983712
11,3.47843,0,4.09478,0.983712
12,3.10538,0,4.09478,0.983712
13,3.98683,0,4.09478,0.983712
14,3.92626,0,4.09478,0.983712
15,4.85825,0,4.09478,0.983712
16,5.40231,0,4.09478,0.983712
17,4.8059,0,4.09478,0.983712
18,5.21152,1,6.92845,1.50146
19,4.04648,0,4.09478,0.983712
20,2.68572,0,4.09478,0.983712
21,3.86892,0,4.09478,0.983712
22,5.67327,0,4.09478,0.983712
23,3.98976,0,4.09478,0.983712
24,3.39304,0,4.09478,0.983712
25,2.40367,0,4.09478,0.983712
26,5.1047,2,5.26921,1.51382
27,2.67443,2,5.26921,1.51382
28,4.15874,0,4.09478,0.983712
29,3.8381,1,6.92845,1.50146
30,4.56796,1,6.92845,1.50146
31,3.98585,2,5.26921,1.51382
32,5.11675,0,4.09478,0.983712
33,4.55733,0,4.09478,0.983712
34,4.94101,0,4.09478,0.983712
35,3.78116,1,6.92845,1.50146
36,3.86515,0,4.09478,0.983712
37,2.89906,0,4.09478,0.983712
38,4.09585,0,4.09478,0.983712
39,3.93326,2,5.26921,1.51382
40,3.84215,0,4.09478,0.983712
41,5.32769,0,4.09478,0.983712
42,4.13261,0,4.09478,0.983712
43,4.05901,0,4.09478,0.983712
44,4.9906,2,5.26921,1.51382
45,3.77384,0,4.09478,0.983712
46,3.2581,0,4.09478,0.983712
47,4.04264,0,4.09478,0.983712
48,4.77581,0,4.09478,0.983712
49,1.14343,0,4.09478,0.983712
50,7.68429,1,6.92845,1.50146
51,5.92481,1,6.92845,1.50146
52,7.03361,1,6.92845,1.50146
53,6.47336,2,5.26921,1.51382
54,9.12468,1,6.92845,1.50146
55,7.37172,1,6.92845,1.50146
56,6.87216,2,5.26921,1.51382
57,6.66319,1,6.92845,1.50146
58,6.06416,2,5.26921,1.51382
59,4.32763,0,4.09478,0.983712
60,4.98471,0,4.09478,0.983712
61,7.05037,1,6.92845,1.50146
62,6.81532,1,6.92845,1.50146
63,6.32055,1,6.92845,1.50146
64,7.37691,1,6.92845,1.50146
65,6.25073,1,6.92845,1.50146
66,6.66477,1,6.92845,1.50146
67,7.67257,1,6.92845,1.50146
68,6.71489,1,6.92845,1.50146
69,8.15087,1,6.92845,1.50146
70,6.52904,1,6.92845,1.50146
71,7.07227,1,6.92845,1.50146
72,6.59439,1,6.92845,1.50146
73,6.68474,2,5.26921,1.51382
74,6.01188,1,6.92845,1.50146
75,7.79714,1,6.92845,1.50146
76,6.02825,1,6.92845,1.50146
77,8.56957,1,6.92845,1.50146
78,8.41817,1,6.92845,1.50146
79,5.00636,1,6.92845,1.50146
80,7.5156,1,6.92845,1.50146
81,5.80246,0,4.09478,0.983712
82,5.56428,1,6.92845,1.50146
83,6.88597,1,6.92845,1.50146
84,6.5821,1,6.92845,1.50146
85,5.95167,1,6.92845,1.50146
86,7.74611,1,6.92845,1.50146
87,6.91756,1,6.92845,1.50146
88,7.01884,1,6.92845,1.50146
89,8.14174,1,6.92845,1.50146
90,8.10216,1,6.92845,1.50146
91,7.45057,1,6.92845,1.50146
92,7.12692,1,6.92845,1.50146
93,5.14756,0,4.09478,0.983712
94,7.93007,1,6.92845,1.50146
95,7.99091,1,6.92845,1.50146
96,9.00478,1,6.92845,1.50146
97,6.87824,1,6.92845,1.50146
98,8.34531,1,6.92845,1.50146
99,6.73557,1,6.92845,1.50146
